شناسه ورودی,شناسه افزوده‌شده,نتیجه,عنوان ورودی,عنوان شاهد,ناشر ورودی,لینک ورودی,لینک معتبر/بهترین شاهد,نوع شاهد,امتیاز تطبیق,وضعیت DOI,نتیجه بررسی لینک‌ها,وضعیت جست‌وجوی مستقل,علت تصمیم
S677,,رد,گزارش هم‌میهن از تداوم مناقشه حقوقی حق‌آبه‌داران زاینده‌رود پیرامون مصرف آب طرح بن-بروجن در بخش صنعت در تیرماه ۱۴۰۵,اروپا برای تغییر آماده نیست,روزنامه هم‌میهن,https://hammihanonline.ir/fa/tiny/news-18920,https://hammihanonline.ir/%D8%A8%D8%AE%D8%B4-%D8%A8%DB%8C%D9%86-%D8%A7%D9%84%D9%85%D9%84%D9%84-20/18920-%D8%A7%D8%B1%D9%88%D9%BE%D8%A7-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%AA%D8%BA%DB%8C%DB%8C%D8%B1-%D8%A2%D9%85%D8%A7%D8%AF%D9%87-%D9%86%DB%8C%D8%B3%D8%AA,live_page,0.2113,,live_html,no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S678,,رد,طراحی مدل جبران خسارت اقتصادی ناشی از کاهش آورد رودخانه در حوضه‌های آبریز مشترک؛ مطالعه موردی طرح بن-بروجن در سال ۲۰۲۶,,فصلنامه تحقیقات اقتصاد کشاورزی (دانشگاه آزاد اسلامی شیراز),https://jae.marvdasht.iau.ir/article_6190.html,,,,not_registered,"http_error, http_error, challenge, http_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S679,,رد,بهره‌برداری کامل از سامانه آبرسانی بن-بروجن با استقرار تجهیزات سنجش برخط دبی در تصفیه‌خانه گرداب و ایستگاه‌های چهارگانه پمپاژ در خرداد ۱۴۰۵,,خبرگزاری جمهوری اسلامی (ایرنا),https://www.irna.ir/news/85532109/,,,,,"challenge, challenge",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S680,,رد,گزارش نهایی بازطراحی فنی خط انتقال لوله‌ای بهشت‌آباد با ظرفیت ۱۵۰ میلیون مترمکعب و حذف کامل سناریوی تونل بلند در مرداد ۱۴۰۵,طرح تحقیقاتی بررسی اثرات فنی، اقتصادی- اجتماعی و محیط زیستی ...,شرکت مهندسی آب و فاضلاب کشور / مهاب قدس,https://nww.ir/reports/beheshtabad-redesign-final-1405/,https://civilica.com/doc/1279258/,search_index,0.4263,,"http_error, http_error, http_error",ok,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S681,,رد,ارزیابی حکمروایی سازگار و بن‌بست‌های نهادی در اجرای پروژه‌های انتقال آب بین‌حوضه‌ای؛ درس‌آموخته‌های دو دهه مناقشه بهشت‌آباد در سال ۲۰۲۶,,Environmental Science & Policy / Elsevier,https://doi.org/10.1016/j.envsci.2026.103780,,,,not_registered,"http_error, http_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S682,,رد,بیانات وزیر نیرو در نشست مشترک استانداران زاگرس و فلات مرکزی پیرامون تشکیل صندوق ملی سازگاری و حق بیمه اکولوژیک زاگرس در شهریور ۱۴۰۵,اعلان جنگ ایلان ماسک با اپل و OpenAI,خبرگزاری ایلنا,https://www.ilna.ir/fa/tiny/news-1492305,https://www.ilna.ir/%D8%A8%D8%AE%D8%B4-%D8%B3%D8%A7%DB%8C%D8%B1-%D8%B1%D8%B3%D8%A7%D9%86%D9%87-%D9%87%D8%A7-10/1492305-%D8%A7%D8%B9%D9%84%D8%A7%D9%86-%D8%AC%D9%86%DA%AF-%D8%A7%DB%8C%D9%84%D8%A7%D9%86-%D9%85%D8%A7%D8%B3%DA%A9-%D8%A8%D8%A7-%D8%A7%D9%BE%D9%84,live_page,0.1409,,live_html,search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S683,,رد,موقف رسمی استانداری چهارمحال و بختیاری: هرگونه عملیات اجرایی خط لوله بهشت‌آباد بدون تضمین حق‌آبه‌های محلی و تعیین تکلیف خسارات ممنوع است در مرداد ۱۴۰۵,ببینید | تذکر جدی عضو شورای شهر تهران به زاکانی درباره یک قول فراموش‌شده به تهرانی‌ها! - خبرآنلاین,خبرآنلاین چهارمحال و بختیاری,https://www.khabaronline.ir/news/1944812/,https://www.khabaronline.ir/news/1944812/%D8%A8%D8%A8%DB%8C%D9%86%DB%8C%D8%AF-%D8%AA%D8%B0%DA%A9%D8%B1-%D8%AC%D8%AF%DB%8C-%D8%B9%D8%B6%D9%88-%D8%B4%D9%88%D8%B1%D8%A7%DB%8C-%D8%B4%D9%87%D8%B1-%D8%AA%D9%87%D8%B1%D8%A7%D9%86-%D8%A8%D9%87-%D8%B2%D8%A7%DA%A9%D8%A7%D9%86%DB%8C-%D8%AF%D8%B1%D8%A8%D8%A7%D8%B1%D9%87-%DB%8C%DA%A9-%D9%82%D9%88%D9%84,live_page,0.2397,,live_html,no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S684,,رد,اطلس مخاطرات ژئوتکنیکی، فرونشست و حفرات کارستی در امتداد کریدور پیشنهادی خط لوله بهشت‌آباد به فلات مرکزی (ویرایش ۱۴۰۵),,سازمان زمین‌شناسی و اکتشافات معدنی کشور,https://gsi.ir/fa/reports/beheshtabad-pipeline-geohazards-1405.html,,,,,"network_error, http_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S685,,رد,گزارش پایش کیفیت آب کارون در تابستان ۱۴۰۵؛ ثبت شوری ۴۵۰۰ میکروموس در مقطع دارخوین و پیشروی آب شور دریا در دهانه اروندرود,,دانشگاه شهید چمران اهواز (دانشکده مهندسی علوم آب),https://scu.ac.ir/reports/karun-salinity-darkhoveyn-summer-1405.html,,,,,"challenge, http_error, challenge",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S686,,رد,شبیه‌سازی اثرات توامان طرح‌های انتقال آب و پساب‌های نیشکر بر فرسایش بادی و فعال‌سازی کانون‌های غبار در پایاب حوضه کارون و زاینده‌رود در سال ۲۰۲۶,,نشریه پژوهش‌های حفاظت آب و خاک (دانشگاه علوم کشاورزی و منابع طبیعی گرگان),https://jwsc.gau.ac.ir/article_19412.html,,,,not_registered,"http_error, soft_404, challenge, http_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S687,,رد,ارزیابی تغییرات شوری و دما ناشی از تخلیه پساب آب‌شیرین‌کن‌های مگاپروژه دریای عمان بر تنوع زیستی بنتیک در آب‌های ساحلی سیریک در اردیبهشت ۱۴۰۵,,مجله علمی شیلات ایران (مؤسسه تحقیقات علوم شیلاتی کشور),https://isfj.ir/article-1-3189-fa.html,,,,not_registered,"http_error, http_error, network_error, http_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S688,,رد,بولتن فصلی پایش شوری و آورد رودخانه کارون در بهار ۱۴۰۵؛ ثبت شوری ۴۱۰۰ میکروموس در ایستگاه مارد همزمان با کاهش دبی پایه,,سازمان آب و برق خوزستان (پرتال رسمی),https://kwpa.ir/reports/karun-salinity-bulletin-spring-1405.html,,,,,"network_error, http_error, network_error",search_error,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S689,,رد,واکاوی رژیم حقوقی حاکم بر تخصیص آب‌های مشترک بین‌استانی در پرتو مصوبه ۹ ماده‌ای شورای عالی آب و آرای دیوان عدالت اداری در تیر ۱۴۰۵,,فصلنامه مطالعات حقوق عمومی (دانشگاه تهران),https://jplsq.ut.ac.ir/article_89104.html,,,,not_registered,"http_error, soft_404, challenge, empty",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S690,,رد,تحلیل اقتصادی-مالی استفاده از آب انتقالی دریا در مجتمع‌های گلخانه‌ای مدرن حوضه زاینده‌رود با الگوی سوبسید تقاطعی صنعتی در تیر ۱۴۰۵,,نشریه اقتصاد و توسعه کشاورزی (دانشگاه فردوسی مشهد),https://ajed.um.ac.ir/article_46210.html,,,,not_registered,"http_error, network_error, challenge, network_error",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S691,,رد,تحلیل ژئوهیدرولوژیکی زون‌های گسلی و نشت کارستی در قطعه آب‌بندی‌شده تونل انتقال آب کوهرنگ ۳ با بهره‌گیری از ردیاب‌های ایزوتوپی در فروردین ۱۴۰۵,,نشریه علوم زمین خوارزمی (دانشگاه خوارزمی),https://jgs.khu.ac.ir/article-1-3984-fa.html,,,,not_registered,"http_error, http_error, challenge, http_error",search_error,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S692,,رد,به‌روزرسانی نقشه نرخ فرونشست دشت مهیار و کلان‌شهر اصفهان با داده‌های تداخل‌سنجی راداری سنتینل-۱ در فروردین ۱۴۰۵,,مرکز تحقیقات راه، مسکن و شهرسازی,https://bhrc.ac.ir/reports/isfahan-subsidence-insar-update-1405.html,,,,,"network_error, http_error, network_error",no_results,لینک‌های ارائه‌شده در دسترس نبودند و منبع هم‌عنوان مستقلی پیدا نشد.
S693,,رد,طراحی مکانیزم چانه‌زنی تعاملی بر پایه نظریه بازی‌ها برای تخصیص منصفانه منابع آب بین حوضه‌های زاینده‌رود و کارون در شرایط تغییر اقلیم در مرداد ۱۴۰۵,,نشریه مدیریت آب و آبیاری (پردیس ابوریحان دانشگاه تهران),https://jwim.ut.ac.ir/article_95321.html,,,,not_registered,"http_error, soft_404, challenge, empty",no_results,DOI ارائه‌شده در Crossref ثبت نشده و منبع هم‌عنوان مستقلی پیدا نشد.
S694,,رد,آسیب‌شناسی حکمرانی آب و پیامدهای توسعه‌نیافتگی طرح‌های انتقال آب بین‌حوضه‌ای کارون و زاینده‌رود؛ تحلیل مناقشات چهار استان زاگرس و فلات مرکزی,,مرکز پژوهش‌های مجلس شورای اسلامی,https://rc.majlis.ir/fa/report/show/1789421,,,,,"challenge, http_error, challenge",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S695,,رد,ارزیابی فنی، اقتصادی و اثرات محیط زیستی سناریوهای بازطراحی سامانه انتقال آب بهشت‌آباد با رویکرد پایداری حوضه کارون,,مرکز پژوهش‌های مجلس شورای اسلامی,https://rc.majlis.ir/fa/report/show/1842019,,,,,"challenge, http_error, challenge",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S696,,رد,گزارش حسابرسی زیست‌محیطی و تفریغ بودجه طرح‌های تملک دارایی سرمایه‌ای سد و تونل سوم کوهرنگ در دیوان محاسبات کشور,,دیوان محاسبات کشور,https://dmk.ir/reports/kuhrang3-audit-summary-1402/,,,,,"http_error, challenge, http_error",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S697,,رد,بررسی ابعاد فنی، اجتماعی و محیط زیستی ابرپروژه سد خرسان ۳ بر سکونتگاه‌های بومی کهگیلویه و بویراحمد و امنیت آبی حوضه کارون,,مرکز پژوهش‌های مجلس شورای اسلامی,https://rc.majlis.ir/fa/report/show/1865910,,,,,"challenge, http_error, challenge",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S698,,رد,بررسی حقوقی و هیدرولوژیکی طرح انتقال آب بن-بروجن در چارچوب مصوبات شورای عالی آب و حقوق حق‌آبه‌داران حوضه زاینده‌رود,,مرکز پژوهش‌های مجلس شورای اسلامی,https://rc.majlis.ir/fa/report/show/1812040,,,,,"challenge, http_error, challenge",no_results,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S699,,رد,تحلیل کارشناسی طرح سد ماندگان بر رودخانه ماربر در دامنه‌های دنا و عدم انطباق با ضوابط ثبت جهانی ذخیره‌گاه زیست‌کره یونسکو,,مرکز پژوهش‌های مجلس شورای اسلامی,https://rc.majlis.ir/fa/report/show/1910245,,,,,"challenge, http_error, challenge",search_error,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
S700,,رد,گزارش کمیسیون کشاورزی، آب و منابع طبیعی مجلس پیرامون ارزیابی بیلان آب و حق‌آبه‌های کشاورزی استان‌های خوزستان، چهارمحال و بختیاری و اصفهان در سرشاخه‌های کارون,گزارش کمیسیون کشاورزی درباره عملکرد وزارت جهاد کشاورزی در ...,مجلس شورای اسلامی (کمیسیون کشاورزی، آب و منابع طبیعی),https://www.icana.ir/Fa/News/498120/,https://www.mizanonline.ir/fa/news/4825202/%DA%AF%D8%B2%D8%A7%D8%B1%D8%B4-%DA%A9%D9%85%DB%8C%D8%B3%DB%8C%D9%88%D9%86-%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%DB%8C-%D8%AF%D8%B1%D8%A8%D8%A7%D8%B1%D9%87-%D8%B9%D9%85%D9%84%DA%A9%D8%B1%D8%AF-%D9%88%D8%B2%D8%A7%D8%B1%D8%AA-%D8%AC%D9%87%D8%A7%D8%AF-%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%DB%8C-%D8%AF%D8%B1-%D8%B1%D8%A7%D8%B3%D8%AA%D8%A7%DB%8C-%D8%AA%D9%86%D8%B8%DB%8C%D9%85-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1%D8%B6%D8%B1%D9%88%D8%B1%D8%AA-%D8%AA%D8%B3%D8%B1%DB%8C%D8%B9-%D8%B1%D9%88%D9%86%D8%AF-%D8%A7%D8%AC%D8%B1%D8%A7%DB%8C-%D9%82%D8%A7%D9%86%D9%88%D9%86-%D8%A7%D9%81%D8%B2%D8%A7%DB%8C%D8%B4-%D8%A8%D9%87%D8%B1%D9%87%E2%80%8C%D9%88%D8%B1%DB%8C-%D8%A8%D8%AE%D8%B4-%DA%A9%D8%B4%D8%A7%D9%88%D8%B1%D8%B2%DB%8C,search_index,0.5158,,"http_error, challenge",ok,صفحه‌ها یا نتایج جست‌وجو با عنوان/اطلاعات منبع تطبیق محتوایی کافی نداشتند.
