decision,scope,title,authors,year,journal,publisher,doi,landing_url,pdf_url,discovered_in,queries,existing_source_id,existing_title_score,validation_basis
hold,Iran basins/projects,"Influence of Suspended Sediment Load on Roughness Coefficient and Intensity of Flow Turbulence (Case study: Haraz, Rostamabad and Beheshtabad Rivers)",Hossein Afzalimehr | Sanaz Hadian | Ehsan Shahiri Tabarestani | Meysam Mohammadi,2020,محیط زیست و مهندسی آب,Iranian Rainwater Catchment Systems Association,10.22034/jewe.2020.243225.1403,http://www.jewe.ir/article_117611_6ef90c7e906ebee97ea52d846aa230e1.pdf,http://www.jewe.ir/article_117611_6ef90c7e906ebee97ea52d846aa230e1.pdf,DOAJ,Beheshtabad,,0.3934,no resolving DOI or live landing page
hold,Iran basins/projects,Application of Geostatistical Modelling to Study the Exploration Adequacy of Uniaxial Compressive Strength of Intact Rock alongthe Behesht-Abad Tunnel Route,Mohammad Doustmohammadi | Ahmad Jafari | Omid Asghari,2014,International Journal of Mining and Geo-Engineering,University of Tehran,,http://ijmge.ut.ac.ir/article_53093_03b99fde9fffe286b0d4d2d9b8bb4414.pdf,http://ijmge.ut.ac.ir/article_53093_03b99fde9fffe286b0d4d2d9b8bb4414.pdf,DOAJ,Behesht-Abad,,0.4155,no resolving DOI or live landing page
hold,Iran basins/projects,Parasitic infestation in Chondrostoma regium and Aphanius vladykovi of the Behesht-Abad River (Chaharmahal-va-Bakhtiary),Yazdan Keivany; Mosayyeb Aalipour; Mahtab Khalagy; Saeid Asadollah; Masoud Siami email,2017,‬‭Majallah-i ̒Ilmī-i Shīlāt-i Īrān,Iranian Fisheries Research Organization,,http://isfj.areo.ir/article_110302_en.html,http://isfj.areo.ir/article_110302_en.html,DOAJ,Behesht-Abad,,0.4545,no resolving DOI or live landing page
eligible,Iran basins/projects,Perspective of Local Households Toward the Social Consequences of Establishing the Behesht Abad Dam in the Origin Basin,Ladan Naderi | Esmail Karamidehkordi,2019,Pizhūhish/hā-yi Rūstāyī,University of Tehran,10.22059/jrur.2018.233979.1113,https://jrur.ut.ac.ir/article_67934_39f37379be26835a511371939fcc7841.pdf,https://jrur.ut.ac.ir/article_67934_39f37379be26835a511371939fcc7841.pdf,DOAJ,Behesht-Abad,,0.5207,resolving DOI
eligible,Iran basins/projects,Forecasting of Mean Daily Runoff Discharge of Behesht-Abad River Using Wavelet Analysis,Sajjad Abdollahi Asadabadi | Y. Dinpashoh | R. Mirabbasi,2014,مجله آب و خاک,Ferdowsi University of Mashhad,10.22067/jsw.v0i0.29201,http://jsw.um.ac.ir/index.php/jsw/article/view/29201,http://jsw.um.ac.ir/index.php/jsw/article/view/29201,DOAJ,Behesht-Abad,,0.4041,resolving DOI
eligible,Global interbasin-transfer literature,کارکرد رسانه در سیاست‌گذاری انتقال بین حوضه ای آب (مطالعه موردی: انتقال آب زاب به دریاچه ارومیه),افشین متقی دستنائی | مریم ابراهیمی | حسن صدرانیا,2025,آمایش سیاسی فضا,Tarbiat Modares University,10.48311/psp.2025.27909,https://psp.modares.ac.ir/article_27909_0ed83ca5894f30aed6da389d630d89a3.pdf,https://psp.modares.ac.ir/article_27909_0ed83ca5894f30aed6da389d630d89a3.pdf,DOAJ,انتقال بین حوضه ای آب,,0.6119,resolving DOI
eligible,Iran basins/projects,ارزیابی تراس های مسیر کنونی رودخانه زاینده رود با استفاده از شاخص تکامل خاک رخ هاردن (PDI),شقایق هوائی | اردوان کمالی | نورایر تومانیان | محمدرضا مصدقی,2018,پژوهش‌های حفاظت آب و خاک,Gorgan University of Agricultural Sciences and Natural Resources,10.22069/jwsc.2018.14152.2888,https://jwsc.gau.ac.ir/article_4149_de40a7e069be2bf9a3eb1634de307c47.pdf,https://jwsc.gau.ac.ir/article_4149_de40a7e069be2bf9a3eb1634de307c47.pdf,DOAJ,زاینده رود,,0.5578,resolving DOI
eligible,Iran basins/projects,تحلیلى بر مدیریت توزیع و مصرف منابع آب در شبکه آبیارى زاینده رود (سمت راست سد انحرافى نکو آباد در دهه 80-1370),ایران غازی | حسین زارعان | علیرضا مامن پوش,2005,اطلاعات جغرافیایی,سازمان جغرافیایی نیروهای مسلح,,http://www.sepehr.org/article_28079_6fac43cf56dbff9abd7fef765e3cbb8b.pdf,http://www.sepehr.org/article_28079_6fac43cf56dbff9abd7fef765e3cbb8b.pdf,DOAJ,زاینده رود,,0.625,live scholarly landing page
eligible,Iran basins/projects,بررسی تنوع درون گونه ای و بین گونه ای جنس پوتاموژتون  Potamogeton L. در رودخانه زاینده رود براساس شاخصه ریخت شناختی,رویا معلم | سعید افشارزاده | غلامرضا بلالی | سید جمال صاحبی | شبنم عباسی,2014,زیست‌شناسی کاربردی,Alzahra University,10.22051/jab.2014.1163,http://jab.alzahra.ac.ir/article_1163_fe806c0ecb596c5095c535d8531cca8f.pdf,http://jab.alzahra.ac.ir/article_1163_fe806c0ecb596c5095c535d8531cca8f.pdf,DOAJ,زاینده رود,,0.5,resolving DOI
hold,Iran basins/projects,بررسی تاکسونومیکی دیاتومه‌های دریاچه سد زاینده رود,معصومه شمس | سعید افشار زاده,2008,رستنی‌ها,"Agricultural Research, Education and Extension Organization",,http://rostaniha.areo.ir/article_101798_46782f144012f199ee2b99ae87c84c5a.pdf,http://rostaniha.areo.ir/article_101798_46782f144012f199ee2b99ae87c84c5a.pdf,DOAJ,زاینده رود,,0.5843,no resolving DOI or live landing page
eligible,Iran basins/projects,بررسی نقش و جایگاه پارک ها و فضای سبز شهر اصفهان در اختصاص اوقات فراغت شهروندان (مطالعه ی موردی: فضای سبز حاشیه ی زاینده رود),جمال محمدی | مرضیه حیدری بخش,2013,اطلاعات جغرافیایی,سازمان جغرافیایی نیروهای مسلح,,http://www.sepehr.org/article_26066_e7a136390800c4b3e8e1ae1ad524c544.pdf,http://www.sepehr.org/article_26066_e7a136390800c4b3e8e1ae1ad524c544.pdf,DOAJ,زاینده رود,,0.6,live scholarly landing page
hold,Iran basins/projects,اولویت بندی سناریوهای تخصیص آب سد زاینده رود به مصرف کنندگان مختلف؛ با رویکرد مدل های خبرۀ تصمیم گیری چند شاخصه,محبوبه غزالی | عباس روزبهانی | تورج هنر | فاطمه محمدی,2015,مدیریت آب و آبیاری,"University of Tehran, College of Aburaihan",10.22059/jwim.2015.55220,https://jwim.ut.ac.ir/article_55220_3e4ad1ad78b43b5188ce7f5181178b28.pdf,https://jwim.ut.ac.ir/article_55220_3e4ad1ad78b43b5188ce7f5181178b28.pdf,DOAJ,زاینده رود,,0.5714,no resolving DOI or live landing page
eligible,Iran basins/projects,بررسی کیفیت آب رودخانه زاینده رود با استفاده از شاخص های تنوع جوامع بی مهرگان کفزی در فاصله پائیز ۹۶ تا بهار ۹۷,الهه نیکنام | عاطفه چمنی | محسن نوروزی مبارکه,2020,زیست‌شناسی کاربردی,Alzahra University,10.22051/jab.2019.22108.1259,https://jab.alzahra.ac.ir/article_4814_8d7bf16a41f62b48cfbf512c74cf5bf8.pdf,https://jab.alzahra.ac.ir/article_4814_8d7bf16a41f62b48cfbf512c74cf5bf8.pdf,DOAJ,زاینده رود,,0.6,resolving DOI
eligible,Iran basins/projects,ارزیابی منابع آب حوضه آبریز زاینده رود با استفاده از شاخص های ردپای یکپارچه آب های سطحی و زیرزمینی,سهیلا نجفی | عباس روزبهانی | سامان جوادی | سید مهدی هاشمی شاهدانی,2021,مدیریت آب و آبیاری,"University of Tehran, College of Aburaihan",10.22059/jwim.2021.313856.844,https://jwim.ut.ac.ir/article_81431_d4130fed7af187c73abb6118ea2299b9.pdf,https://jwim.ut.ac.ir/article_81431_d4130fed7af187c73abb6118ea2299b9.pdf,DOAJ,زاینده رود,,0.8571,resolving DOI
eligible,Iran basins/projects,ارزیابی ریسک اکولوژیک ناشی از فلزات سرب و کادمیوم در رسوبات رودخانه زاینده رود,معصومه کوهی | عاطفه چمنی,2023,Pizhūhish dar Bihdāsht-i Muḥīṭ.,Mashhad University of Medical Sciences,10.22038/jreh.2023.68746.1566,https://jreh.mums.ac.ir/article_22541_f8780f93ac90c7d84f8c9e61df07a116.pdf,https://jreh.mums.ac.ir/article_22541_f8780f93ac90c7d84f8c9e61df07a116.pdf,DOAJ,زاینده رود,,0.5714,resolving DOI
eligible,Iran basins/projects,در حوضه آبریز زاینده رود SWAT ارزیابی عملکرد مدل,,2012,پژوهش‌های حفاظت آب و خاک,Gorgan University of Agricultural Sciences and Natural Resources,,https://jwsc.gau.ac.ir/article_563_ebfbe91175333018768a256b6232deaa.pdf,https://jwsc.gau.ac.ir/article_563_ebfbe91175333018768a256b6232deaa.pdf,DOAJ,زاینده رود,,0.6667,live scholarly landing page
eligible,Iran basins/projects,بررسی پایداری منابع آب در حوضه زاینده رود با استفاده از شاخص‌های پایداری و مدل GMS (مطالعه موردی: آب خوان نجف آباد در حوضه زاینده رود),اشرف مکوندی | حسین محمدی | پرویز کردوانی | سامان جوادی | منوچهر فرج زاده اصل,2020,علوم و مهندسی آبیاری,Shahid Chamran University of Ahvaz,10.22055/jise.2019.28652.1833,https://jise.scu.ac.ir/article_14571_024b62c565e5b039a8192259aa68496d.pdf,https://jise.scu.ac.ir/article_14571_024b62c565e5b039a8192259aa68496d.pdf,DOAJ,زاینده رود,,0.7333,resolving DOI
eligible,Iran basins/projects,بررسی ارتباط بین پارامترهای کیفی آب و تغییرات کاربری اراضی (حوزه آبخیز زاینده رود) ‏,مژگان میرزایی | عیسی سلگی | عبدالرسول سلمان ماهینی,2016,مدیریت آب و آبیاری,"University of Tehran, College of Aburaihan",10.22059/jwim.2017.63778,https://jwim.ut.ac.ir/article_63778_ad443ded7d51933c428aa7c4f7a65e25.pdf,https://jwim.ut.ac.ir/article_63778_ad443ded7d51933c428aa7c4f7a65e25.pdf,DOAJ,زاینده رود,,0.5868,resolving DOI
eligible,Iran basins/projects,ارزیابی پیامد‌های درونی‌سازی اثرات جانبی آلودگی آب بر مدیریت کمی و کیفی حوضه آبریز زاینده‌رود,حدیث کاوند | سامان ضیائی | مصطفی مردانی نجف‎آبادی,2020,مجله اقتصاد و توسعه کشاورزی,Ferdowsi University of Mashhad,10.22067/jead2.vi0.86889,https://jead.um.ac.ir/article_39100_b71777e38d6a7b3f5124b23aea7f1593.pdf,https://jead.um.ac.ir/article_39100_b71777e38d6a7b3f5124b23aea7f1593.pdf,DOAJ,زاینده‌رود,,0.75,resolving DOI
eligible,Iran basins/projects,سنجش میزان آسیب‌پذیری کشاورزان در برابر خشکسالی ناشی از بحران آب رودخانه زاینده‌رود (موردمطالعه: مناطق روستایی بخش گرکن جنوبی شهرستان مبارکه),جمشید عینالی | محمد رضا شفیعی,2020,جغرافیا و مخاطرات محیطی,Ferdowsi University of Mashhad,10.22067/geo.v9i3.87857,https://geoeh.um.ac.ir/article_34351_2ff71a26dc74f878cc5eaed9a146de37.pdf,https://geoeh.um.ac.ir/article_34351_2ff71a26dc74f878cc5eaed9a146de37.pdf,DOAJ,زاینده‌رود,,0.5714,resolving DOI
eligible,Iran basins/projects,پایش خشکسالی منطقه‌ای حوضه آبخیز زاینده‌رود بر اساس تغییرات سری زمانی شاخص‌ VCI سنجنده مودیس و شاخص SPI,مرضیه سادات میراحسنی | عبدالرسول سلمان ماهینی | علیرضا سفیانیان | رضا مدرس | رضا جعفری | جهانگیر محمدی,2018,جغرافیا و مخاطرات محیطی,Ferdowsi University of Mashhad,10.22067/geo.v6i4.62601,https://geoeh.um.ac.ir/article_31675_bd8624cdb6070cfd0134fdbbd7bd8edb.pdf,https://geoeh.um.ac.ir/article_31675_bd8624cdb6070cfd0134fdbbd7bd8edb.pdf,DOAJ,زاینده‌رود,,0.5,resolving DOI
eligible,Iran basins/projects,بررسی تحلیلی تجدیدحیات رودخانه‌های شهری به‌مثابه مکان عمومی پایدار و تبیین مدل مفهومی آن؛ نمونه موردی: بالقلی چای (اردبیل)، زاینده‌رود (اصفهان)، کارون (اهواز)، زرجوب (رشت),سید مجتبی صفدرنژاد | عبدالهادی دانشپور | مصطفی بهزاد فر,2022,معماری و شهرسازی ایران,Iranian Scientific Association of Architecture & Urbanism,10.30475/isau.2022.248179.1512,http://www.isau.ir/article_167169_1ba714d3fa7c19cd1ea811574465e8a3.pdf,http://www.isau.ir/article_167169_1ba714d3fa7c19cd1ea811574465e8a3.pdf,DOAJ,زاینده‌رود | کارون,,0.6667,resolving DOI
eligible,Iran basins/projects,تعیین غلظت عناصر سمی بالقوه در پرچنگر نوک‌سرخ (Gallinula chloropus) در رودخانه‌ی زاینده‌رود,امیر فرح نسب | عاطفه چمنی | راضیه رحیمی,2024,Pizhūhish dar Bihdāsht-i Muḥīṭ.,Mashhad University of Medical Sciences,10.22038/jreh.2024.80813.1671,https://jreh.mums.ac.ir/article_24896_683f64391c64b66ead6171ddeb3cdb3f.pdf,https://jreh.mums.ac.ir/article_24896_683f64391c64b66ead6171ddeb3cdb3f.pdf,DOAJ,زاینده‌رود,,0.5,resolving DOI
eligible,Iran basins/projects,بررسی پایداری محیطی گسترش سکونتگاه‌های انسانی در حوضه آبریز رودخانه زاینده‌رود,عبدالرضا رحمانی فضلی | سعید صالحیان بادی,2016,جغرافیا و مخاطرات محیطی,Ferdowsi University of Mashhad,10.22067/geo.v5i2.55042,https://geoeh.um.ac.ir/article_29911_69a50166b2eb4c46f96652a607f42e24.pdf,https://geoeh.um.ac.ir/article_29911_69a50166b2eb4c46f96652a607f42e24.pdf,DOAJ,زاینده‌رود,,0.5714,resolving DOI
hold,Iran basins/projects,سیاست جنایی تقنینی و مشارکتی در قبال جرایم مربوط به آب رودخانه زاینده‌رود,سنا مبشری | محمد رضا شادمانفر | مسعود حیدری,2024,فقه جزای تطبیقی,Iranian Association of Comparative Criminal Jurisprudence,10.22034/jccj.2024.450807.1532,https://www.jccj.ir/article_204183_95cfed845c27298a6cd4dadca158cb24.pdf,https://www.jccj.ir/article_204183_95cfed845c27298a6cd4dadca158cb24.pdf,DOAJ,زاینده‌رود,,0.6667,no resolving DOI or live landing page
eligible,Iran basins/projects,تخصیص بهینه منابع آب زاینده‌رود بین استان‌های چهارمحال بختیاری، اصفهان و یزد با استفاده از نظریه بازی‌ها,غلامحسین کیانی | رحمان خوش اخلاق | محمد مهدی کمال,2019,Quarterly Journal of Applied Theories of Economics,University of Tabriz,,https://ecoj.tabrizu.ac.ir/article_9425_703798874f5b3b48d6a3f58bc396bd3a.pdf,https://ecoj.tabrizu.ac.ir/article_9425_703798874f5b3b48d6a3f58bc396bd3a.pdf,DOAJ,زاینده‌رود,,0.7143,live scholarly landing page
eligible,Iran basins/projects,شناسایی اولویت‌های بخش آب جهت سازگاری با تغییر اقلیم در حوضه زاینده‌رود با رویکرد پدافند غیرعامل,محمد جواد زارعیان,2021,مدیریت آب و آبیاری,"University of Tehran, College of Aburaihan",10.22059/jwim.2021.325232.883,https://jwim.ut.ac.ir/article_82838_3a93fe55053a62d11ca338ea1d7476b9.pdf,https://jwim.ut.ac.ir/article_82838_3a93fe55053a62d11ca338ea1d7476b9.pdf,DOAJ,زاینده‌رود,,0.5714,resolving DOI
eligible,Iran basins/projects,بررسی تأثیر سیلاب‌ها و آبگیری سد کارون 4 بر تغییرات ریخت‌شناسی رودخانه ارمند در ده سال اخیر (94-1384),میلاد خواستار بروجنی | سعید رضا خداشناس | حسین صمدی | الهام طاهریان طاهریان,2017,هیدرولیک,Iranian Hydraulic Association,10.30482/jhyd.2017.48746,https://jhyd.iha.ir/article_48746_31797a3fe07640909d1dd9820c776bf9.pdf,https://jhyd.iha.ir/article_48746_31797a3fe07640909d1dd9820c776bf9.pdf,DOAJ,کارون,,0.4667,resolving DOI
eligible,Iran basins/projects,تحلیل داده‌های ژئوشیمیایی و ارزیابی خطر اکولوژیکی عناصر بالقوه سمناک در رسوبات سطحی رودخانه کارون، بازه ویس تا اهواز,سعید چوپانی | پیمان رضائی | محمدرضا غریب رضا,2023,Muhandisī va mudirīyyat-i ābkhīz,Soil Conservation and Watershed Management Research Institute (SCWMRI)‎,10.22092/ijwmse.2022.355308.1909,https://jwem.areeo.ac.ir/article_126907_0de6c997a288ec32145e576f35fdc251.pdf,https://jwem.areeo.ac.ir/article_126907_0de6c997a288ec32145e576f35fdc251.pdf,DOAJ,کارون,,0.412,resolving DOI
eligible,Iran basins/projects,شبیه سازی وضعیت رسوب گذاری رودخانه کارون با استفاده از مدل ریاضی GSTARS 2.0حدفاصل ایستگاه های هیدرومتری اهواز تا فارسیات) ),,2012,پژوهش‌های حفاظت آب و خاک,Gorgan University of Agricultural Sciences and Natural Resources,,https://jwsc.gau.ac.ir/article_541_c6775db8a79fb38e613d045bb1ed1bfa.pdf,https://jwsc.gau.ac.ir/article_541_c6775db8a79fb38e613d045bb1ed1bfa.pdf,DOAJ,کارون,,0.42,live scholarly landing page
eligible,Iran basins/projects,تعامل شهر اهواز با رود کارون,مرتضی همتی | آذرنوش امیری,2017,منظر,"Nazar research center for Art, Architecture & Urbanism",,http://www.manzar-sj.com/article_47212_07ee0a6f74716cf69f60a4c735db06be.pdf,http://www.manzar-sj.com/article_47212_07ee0a6f74716cf69f60a4c735db06be.pdf,DOAJ,کارون,,0.5,live scholarly landing page
